"Date","Time","Location","Name","Description"
"Thursday Januari 26 2017","6 : 15 8 : 15 pm","Luci Ellis Loung 1080 Foreign Languag Build","Movi Night : Euskal Pilota Larrua Harriaren Contra ( Basqu Ball Skin Against Stone )","Basqu Countri 2003 Languag : Spanish Basqu ( English Subtitl ) Director : Julio Medem Run Time : 115 minut Thorough documentari Basqu conflict It interview actor Basqu Countri provid complet array perspect Interviewe writer ( Bernardo Atxaga Ramon Saizarbitoria ) ; politician ( Xabier Arzallus Arnaldo Otegi ) ; journalist ( Iñaki Gabilondo )"
"Tuesday Septemb 13 2016","All Day","Spurlock Museum World Cultur","Mediev Irish Masterpiec Modern Reproduct Exhibit","“ Mediev Irish Masterpiec Modern Reproduct ” showcas two extraordinari Univers Illinoi collect modern reproduct mediev Irish art The craft metalwork repres two dozen superb electrotyp facsimil jewelri reliquari Tara Brooch Cross Cong made firm Dublin jewel Edmond Johnson origin 1893 Chicago World’ Fair The art scribe illustr ten limit edit facsimil mediev Irish manuscript Leabhar Breac Book Kell publish learn societi Royal Irish Academi commerci press Urs Graf Verlag Most reproduct acquir Univers 1916 Irish “ Easter Rise ” British rule They celebr Irish cultur part Irish Foundat envis Gertrud Schoepperl note Celtic scholar English Depart This centenari exhibit symposium place reproduct relat mediev origin modern context “ Gaelic Reviv ” construct imagin studi Irish cultur heritag nation ident Ireland America"
"Tuesday Septemb 13 2016","12 : 00 pm","Spurlock Museum 600 South Gregori Urbana","Mediev Irish Masterpiec Modern Reproduct","In 1916 UIUC Museum European Histori acquir remark set high qualiti reproduct major monument earli Irish metalwork art Tara Brooch Ardagh Chalic Cross Cong shrine St Lachtin arm Dublin jewel Edmond Johnson In exhibit piec collect display alongsid nineteenth twentieth centuri facsimil illumin Irish vernacular Latin manuscript loan UIUC Librari Museum hour : Tue 12 5 ; Wed Fri 9 5 ; Sat 10 5 ; Sun 12 4 ; close Monday"
"Friday Novemb 11 2016","8 : 30","KAM Main Level Asian Galleri","KAM exhibit | Make Break Mediev Manuscript","Co curat Maureen Warren Anna Chen Make Break Mediev Manuscript look Mediev Europ art written word The exhibit showcas Western European manuscript thirteenth sixteenth centuri examin issu associ product illumin decor patronag owner addit modif It explor impact print technolog reus parchment book break Make Break Mediev Manuscript step back time learn manuscript rippl effect futur"
"Friday Novemb 11 2016","All Day","KAM Main Level East Galleri","KAM exhibit | Zina Saro Wiwa : Did you Know We Taught Them How Danc","Wit video artist filmmak Zina Saro Wiwa solo museum present work Draw folklor masquerad tradit religi practic food Nigerian popular aesthet Saro Wiwa work combin documentari perform test art capac transform envis new concept environ environment This exhibit curat Ami L Powel"
"Saturday Decemb 03 2016","2 : 00 pm","Spurlock Museum 600 South Gregori Urbana","Curat led tour Mediev Irish Masterpiec Modern Reproduct","Exhibit curat Professor Charl D Wright lead public tour special exhibit Contact Kim Sheahan ksheahan @ illinois.edu reserv attend The group size limit"
"Wednesday Februari 01 2017","9 : 00","Charl G Miller Auditorium B102 Chemic & Life Scienc Laboratori 601 S Goodwin Avenu Urbana","Microbiolog Thesi Defens : Ariana Bravo Shisler Lab","Thesi Defens Ariana Bravo Shisler Lab : Character vaccina virus K1 protein NF kB inhibit contribut viral pathogenesi"
"Wednesday Februari 01 2017","12 : 00 pm","300 C Gregori Hall","British Knowledg Empire Read Group",""
"Wednesday Februari 01 2017","12 : 00 pm","Room 101 Internat Studi Build ; 910 S Fifth Street ; Champaign IL 61820","CAS Brown Bag : “ The Soybean Innovat Lab : Commun Research Develop ”","Mr Boomgarden discuss ongo work Soybean Innovat Lab communic strategi role communic specialist The Soybean Innovat Lab ( SIL ) USAID’s comprehens program dedic soybean research develop SIL build foundat soybean product Africa develop knowledg innov technolog enabl success soybean product As part Feed Futur initi Soybean Innovat Lab work reduc global poverti hunger acceler growth agricultur sector enhanc agricultur product smallhold farmer Click websit"
"Wednesday Februari 01 2017","12 : 00 pm","Charl G Miller Auditorium B102 CLSL","Cell & Development Biolog Seminar : Dr Scott Keeney Howard Hugh Medic Institut ; Molecular Biolog Program Memori Sloan Ketter Cancer Center Break chew DNA meiosi",""
"Wednesday Februari 01 2017","2 : 00 pm","B102 CLSL","Prof Dwayn Miller Max Planck Institut Hamburg Map Atomic Motion Ultrabright Electron : Realiz Chemist Gedanken Experiment",""
"Wednesday Februari 01 2017","3 : 00 pm","307 Gregori Hall","FACULTi MEETING","Month Faculti Meet"
"Wednesday Februari 01 2017","3 : 30 5 : 00 pm","7 DKH","Sow Seed Financi Crise : Endogen Asset Creation Advers Select","Sow Seed Financi Crise : Endogen Asset Creation Advers Select"
"Wednesday Februari 01 2017","4 : 00 pm","Lincoln Hall room 1066","Studi Abroad Europ Informat Session","Pleas join Illinoi Abroad Global Exchang learn studi abroad opportun Europ summer 2017 fall 2017 academ 2017 18 Educat Abroad Coordin Andi Hinnant Mike Nelson give overview program avail European countri ( Spain ) explain program benefit student academ person profession There opportun student ask question studi abroad No RSVP requir attend info session"
"Wednesday Februari 01 2017","5 : 00 6 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build Urbana IL","Bate Papo Brazilian Film",""
"Wednesday Februari 01 2017","5 : 30 6 : 30 pm","Espresso Royal 1117 W Oregon St Urbana","Italian Convers Group","Italian Convers Group meet Wednesday spring semest Wednesday spring break March 20 24 All level welcom"
"Wednesday Februari 01 2017","6 : 00","Luci Ellis Loung 1080 Foreign Languag Build 707 S Mathew Ave Urbana","Bate Papo Brazilian Film","Did watch Brazilian film Do know Brazilian film won Oscar Join talk Brazilian film nomin academi award Come eat pipoca ( popcorn ) share prefer movi produc Brazil No previous knowledg Brazilian film requir"
"Wednesday Februari 01 2017","6 : 00 8 : 30 pm","Luci Ellis Loung 1080 FLB","LCTL Film Seri : Persian Movi Night","Face Mirror : Two differ women Adineh Rana team claim deserv freedom happi mesmer drama Adineh rebelli likeabl transsexu woman meet conserv Rana run away home arrang marriag Languag : Persian Subtitl : English Genr : Drama ( 2011 ) ~ 100 minut"
"Wednesday Februari 01 2017","7 : 30 pm","IPRH Lectur Hall Levi Faculti Center Fourth Floor ( 919 West Illinoi Street Urbana IL )","IPRH Read : High Rise Stori author Audrey Petti A Public Squar @ Illinoi event","“ My neighborhood world ” — Donnel Furlow Rockwel Garden IPRH give away 50 free copi Audrey Petty’ High Rise Stori : Voic Chicago Public Hous document experi resid Cabrini Green Robert Taylor Home icon hous project late 20th centuri Chicago This book giveaway connect “ IPRH Read ” book discuss Februari 1 If free copi book avail pick IPRH ( Suit 400 Levi 919 W Illinoi Urbana ) Monday Friday 9 a.m 5 p.m If wish call ahead number 244 3344 Due limit number book ask intend take part Februari 1 discuss pick book The book base oral histori testifi combin neighborhood violenc communiti vital mark build peopl live We hear pain laughter joy sorrow struggl inhabit tower monument ideal fair hous postwar America realiz We join discuss book’ editor Audrey Petti Audrey Petti taught creativ write literatur Knox Colleg Univers Illinoi Urbana Champaign Northwestern Univers Prison Neighborhood Arts Project Her work featur public African American Review StoryQuart Callaloo The Massachusett Review Saveur ColorLin Oxford American Gravi Best Food Write antholog She editor High Rise Stori : Voic Chicago Public Hous An Invisibl Institut Fellow current serv faculti Odyssey Project Chicago This event “ Public Squar @ Illinoi ” event part IPRH’s 2016 – 17 theme “ Public ” explor chang natur public space idea public futur public access import public histori varieti compet ideal surround notion public commonplac collect ideal"
"Wednesday Februari 01 2017","7 : 30 pm","IPRH Lectur Hall Levi Faculti Center Fourth Floor ( 919 West Illinoi Street Urbana IL )","IPRH Read : High Rise Stori author Audrey Petti A Public Squar @ Illinoi event","“ My neighborhood world ” — Donnel Furlow Rockwel Garden IPRH give away 50 free copi Audrey Petty’ High Rise Stori : Voic Chicago Public Hous document experi resid Cabrini Green Robert Taylor Home icon hous project late 20th centuri Chicago This book giveaway connect “ IPRH Read ” book discuss Februari 1 If free copi book avail pick IPRH ( Suit 400 Levi 919 W Illinoi Urbana ) Monday Friday 9 a.m 5 p.m If wish call ahead number 244 3344 Due limit number book ask intend take part Februari 1 discuss pick book The book base oral histori testifi combin neighborhood violenc communiti vital mark build peopl live We hear pain laughter joy sorrow struggl inhabit tower monument ideal fair hous postwar America realiz We join discuss book’ editor Audrey Petti Audrey Petti taught creativ write literatur Knox Colleg Univers Illinoi Urbana Champaign Northwestern Univers Prison Neighborhood Arts Project Her work featur public African American Review StoryQuart Callaloo The Massachusett Review Saveur ColorLin Oxford American Gravi theBest Food Write antholog She editor High Rise Stori : Voic Chicago Public Hous An Invisibl Institut Fellow current serv faculti Odyssey Project Chicago This event “ Public Squar @ Illinoi ” event part IPRH’s 2016 – 17 theme “ Public ” explor chang natur public space idea public futur public access import public histori varieti compet ideal surround notion public commonplac collect ideal"
"Wednesday Februari 01 2017","7 : 30 pm","IPRH Lectur Hall Levi Faculti Center Fourth floor 919 W Illinoi St Urbana","High Rise Stori author Audrey Petti","High Rise Stori author Audrey Petti Simon Blattner Visit Assistant Professor Fiction Northwestern Univers"
"Thursday Februari 02 2017","11 : 00","Charl G Miller Auditorium B102 CLSL","Molecular & Integrat Physiolog Student Seminar : Matthew Biehl ( Raetzman Lab ) & Sayi Hame Shahoei ( E Nelson Lab )",""
"Thursday Februari 02 2017","12 : 00 pm","101 Internat Studi Build – 910 S Fifth St Champaign","CLACS Lectur Seri The impact intrins brain activ cognit : collabor Dominican Republ",""
"Thursday Februari 02 2017","3 : 30 5 : 00 pm","219 DKH","Aging Secular Stagnat Busi Cycl","Aging Secular Stagnat Busi Cycl"
"Thursday Februari 02 2017","3 : 30 5 : 00 pm","7 DKH","The Impact Colleg Educat Old Age Mortal : A Studi Margin Treatment Effect","The Impact Colleg Educat Old Age Mortal : A Studi Margin Treatment Effect"
"Thursday Februari 02 2017","4 : 00 pm","116 RAL","Prof Ami E Palmer Univers Colorado Boulder titl Quantit Biolog Genet Encode Sensor : Opportun Challeng",""
"Thursday Februari 02 2017","4 : 00 6 : 00 pm","1002 Lincoln Hall","State Capac Border Roundtabl Discuss",""
"Thursday Februari 02 2017","4 : 00 pm","Charl G Miller Auditorium B102 Chemic & Life Scienc Laboratori 601 S Goodwin Avenu Urbana","Microbiolog Seminar : Dr Rodrigo Rey Lamoth McGill Univers Singl molecul studi DNA replic live cell",""
"Thursday Februari 02 2017","4 : 00 pm","1002 Lincoln Hall 702 S Wright St Urbana","Expert Roundtabl State Capac Border : Relinquish reinforc contenti border region","How state actor seek maintain intern control stabil face threat territori integr Examin four post Soviet countri ( Estonia Georgia Kazakhstan Ukrain ) panelist assess two new function area state capac analysi elect ( regen ) healthcar ( distribut ) address question They expand tradit approach state capac explor sub nation cross nation comparison Their approach contribut import insight geopolit implic shortfal state capac lead “ weak ” “ fail ” state examin four countri border increas aggress Russian Feder Georgia Ukrain engag arm hostil Russian Feder forc cede territori Russia breakaway quasi state align Russia Estonia Kazakhstan subject grow Russian geopolit econom pressur focus border territori This interdisciplinari roundtabl explor empir approach assess intern divers state capac illustr variat intern capac link vulner destabil separatist movement incurs adversari neighbor four case They explor assess distribut regen process state contribut literatur area govern conflict legitimaci state stabil deepen conceptu state capac region"
"Thursday Februari 02 2017","4 : 00 pm","Luci Ellis Loung 1080 Foreign Languag Build 707 S Mathew Ave Urbana","Spanish & Portugues Colloquium Sergio Gutiérrez Negrón ( Hispan Studi Oberlin )",""
"Thursday Februari 02 2017","4 : 00 pm","1002 Lincoln Hall 702 South Wright Street Urbana IL","Current Event Roundtabl","How state actor seek maintain intern control stabil facingthreat territori integr Examin four post Soviet countri ( Estonia Georgia Kazakhstan Ukrain ) panelist assess two new function area statecapac analysi elect healthcar address question They expandtradit approach state capac explor sub nation crossnat comparison Their approach contribut import insight geopolit implic shortfal state capac lead “ weak ” fail state examin four countri border increas aggress Russian Feder"
